指标,2022年,2021年,2020年,2019年,2018年,2017年,2016年,2015年,2014年,2013年
商品房平均销售价格(元/平方米),9991,10322.67,10030.17,9469.42,8859.18,8008.11,7565,6854.72,6369.76,6274.49
