指标,2022年,2021年,2020年,2019年,2018年,2017年,2016年,2015年,2014年,2013年
商品房销售额(亿元),129655.57,176945.57,169069.01,155801.67,146129.88,130874.14,115425.65,86010.17,75377.21,80531.21
