指标,2022年,2021年,2020年,2019年,2018年,2017年,2016年,2015年,2014年,2013年
商品房销售面积(万平方米),129766.39,171414.6,168560.41,164531.42,164947.34,163427.03,152578.53,125475.76,118336,128347.07
