0,1,2,3,4,5,6,7,8,9,10,11,12
0,1.0,0.9410232570468513,0.687691204729797,0.8343475148346303,0.8955879382081824,0.8368947535067475,0.6746649021421743,0.8155473316643438,0.801771287110273,0.8939463623250672,0.9084458849980399,0.8914140240564018,0.877369555620527
1,0.9410232570468513,1.0,0.5975047990174706,0.8482610353716787,0.9494075033552881,0.8856731463983769,0.7933238961208167,0.8324800087151614,0.8708746334931224,0.9765229707815415,0.9481734569545875,0.9327541315426453,0.8895595378021172
2,0.687691204729797,0.5975047990174706,1.0,0.6146626540267565,0.5152693673439845,0.5631949475470567,0.43385048579501917,0.6150041828626682,0.5631035197374641,0.5152575074847612,0.5937437549370735,0.4511576051912685,0.6171398308406281
3,0.8343475148346303,0.8482610353716787,0.6146626540267565,1.0,0.8970346926235677,0.9706453778326214,0.929464473807979,0.9982265945989116,0.8564739613618103,0.8749739584199601,0.963545384119986,0.7217584257198933,0.9900311943108413
4,0.8955879382081824,0.9494075033552881,0.5152693673439845,0.8970346926235677,1.0,0.9571742540616335,0.861532830218854,0.8890981099817349,0.9259959922587474,0.9604037823620533,0.9549903213614548,0.8814027740051166,0.9436336613626646
5,0.8368947535067475,0.8856731463983769,0.5631949475470567,0.9706453778326214,0.9571742540616335,1.0,0.937556188171131,0.9727733897676151,0.9280898336443607,0.9056570112821308,0.9576819786681419,0.7521527747196093,0.9849592600410887
6,0.6746649021421743,0.7933238961208167,0.43385048579501917,0.929464473807979,0.861532830218854,0.937556188171131,1.0,0.9329248426040317,0.8381953636037724,0.850673946345228,0.9047051254414823,0.657605640611271,0.9162738475059595
7,0.8155473316643438,0.8324800087151614,0.6150041828626682,0.9982265945989116,0.8890981099817349,0.9727733897676151,0.9329248426040317,1.0,0.8648136787415347,0.8583482752517122,0.950949119717661,0.6895434394447334,0.9874270510575098
8,0.801771287110273,0.8708746334931224,0.5631035197374641,0.8564739613618103,0.9259959922587474,0.9280898336443607,0.8381953636037724,0.8648136787415347,1.0,0.8844807495363759,0.8777290781904278,0.7213643469220546,0.8992230065610995
9,0.8939463623250672,0.9765229707815415,0.5152575074847612,0.8749739584199601,0.9604037823620533,0.9056570112821308,0.850673946345228,0.8583482752517122,0.8844807495363759,1.0,0.9679977783124111,0.93313595623059,0.9102385371573609
10,0.9084458849980399,0.9481734569545875,0.5937437549370735,0.963545384119986,0.9549903213614548,0.9576819786681419,0.9047051254414823,0.950949119717661,0.8777290781904278,0.9679977783124111,1.0,0.8750941612571581,0.9761655884739604
11,0.8914140240564018,0.9327541315426453,0.4511576051912685,0.7217584257198933,0.8814027740051166,0.7521527747196093,0.657605640611271,0.6895434394447334,0.7213643469220546,0.93313595623059,0.8750941612571581,1.0,0.773815607921329
12,0.877369555620527,0.8895595378021172,0.6171398308406281,0.9900311943108413,0.9436336613626646,0.9849592600410887,0.9162738475059595,0.9874270510575098,0.8992230065610995,0.9102385371573609,0.9761655884739604,0.773815607921329,1.0
